CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN,CHURN
CUST0000999786,200713,2007-05-25,70,478.39000000000004,0,231,0,0,40,152,39,0,127,104,0,152,11,45,23,37,194,0,0,0,0.0,0.0
CUST0000999385,200714,2007-05-30,167,2125.5699999999997,0,0,1700,0,1474,196,30,753,163,783,1,881,85,728,5,8,1624,22,46,1,0.0,0.0
CUST0000998907,200714,2007-05-29,80,1699.7400000000002,0,0,1073,0,956,108,9,766,66,241,0,314,60,699,0,1073,0,0,0,0,0.0,0.0
CUST0000998609,200702,2007-03-06,3,21.41,0,0,0,7,0,4,3,0,3,4,0,4,1,0,2,6,0,1,0,0,2.0,1.0
CUST0000998609,200630,2006-09-20,5,16.09,0,0,0,7,0,2,5,0,7,0,0,4,0,2,1,5,1,1,0,0,0.0,0.0
CUST0000998017,200714,2007-05-31,394,2782.2500000000009,1054,0,0,0,104,734,216,0,822,190,42,602,165,210,35,4,0,1050,0,42,0.0,0.0
CUST0000997627,200714,2007-05-31,105,888.17999999999984,884,0,0,0,621,245,18,251,87,546,0,286,120,477,1,132,4,748,0,0,0.0,0.0
CUST0000997572,200704,2007-03-24,19,908.1400000000001,0,0,461,0,461,0,0,434,0,27,0,89,0,372,0,461,0,0,0,0,0.0,0.0
CUST0000997572,200706,2007-04-07,1,36.14,0,0,26,0,26,0,0,26,0,0,0,0,0,26,0,26,0,0,0,0,1.0,1.0
CUST0000997464,200713,2007-05-24,122,1572.0700000000002,0,799,0,0,514,243,42,123,163,513,0,559,20,187,33,656,88,55,0,0,0.0,0.0
CUST0000997386,200708,2007-04-19,20,112.99000000000001,0,0,59,0,32,10,17,0,27,32,0,14,0,39,6,1,17,0,41,0,0.0,0.0
CUST0000997118,200714,2007-05-30,139,1072.37,0,0,679,0,269,362,48,0,290,389,0,490,35,144,10,677,0,0,2,0,0.0,0.0
CUST0000996890,200716,2007-06-14,22,102.63000000000001,0,47,0,0,26,17,4,0,20,23,4,0,43,0,0,0,11,11,25,4,0.0,0.0
CUST0000996727,200716,2007-06-12,2,12.8,0,0,9,0,8,0,1,0,1,8,0,1,0,8,0,9,0,0,0,0,2.0,1.0
CUST0000996270,200713,2007-05-25,43,839.68000000000006,0,389,0,0,312,75,2,136,49,204,0,227,28,133,1,389,0,0,0,0,0.0,0.0
CUST0000996154,200713,2007-05-25,96,1285.04,573,0,0,0,481,57,35,52,69,452,0,286,35,247,5,0,4,569,0,0,0.0,0.0
CUST0000996036,200711,2007-05-13,60,532.12,0,230,0,0,87,114,29,13,107,110,0,132,14,78,6,230,0,0,0,0,0.0,0.0
CUST0000996036,200718,2007-06-29,4,23.0,0,13,0,0,0,12,1,0,13,0,0,12,1,0,0,12,0,1,0,0,1.0,1.0
CUST0000995942,200611,2006-05-14,1,2.93,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000995323,200713,2007-05-27,106,2256.3099999999995,1429,0,0,0,1386,41,2,697,22,710,0,788,30,611,0,1416,13,0,0,0,0.0,0.0
CUST0000995062,200714,2007-05-30,65,991.24,422,0,0,0,283,126,13,133,80,209,0,154,70,194,4,417,2,3,0,0,0.0,0.0
CUST0000994500,200643,2006-12-22,1,0.45,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0
CUST0000994456,200714,2007-05-30,152,984.46000000000015,524,0,0,0,144,297,83,59,248,217,0,227,78,174,45,524,0,0,0,0,0.0,0.0
CUST0000994430,200708,2007-04-19,2,5.1400000000000006,5,0,0,0,0,4,1,0,1,4,0,4,0,0,1,5,0,0,0,0,1.0,1.0
CUST0000994430,200703,2007-03-16,4,19.78,12,0,0,0,0,9,3,0,12,0,0,6,6,0,0,12,0,0,0,0,0.0,0.0
CUST0000994225,200714,2007-05-31,190,1995.41,0,0,1005,0,624,309,72,52,235,718,0,754,22,205,24,979,23,0,3,0,0.0,0.0
CUST0000994092,200714,2007-05-30,111,2141.8100000000004,0,1232,0,0,1073,137,22,709,78,445,0,621,36,566,9,1201,1,0,30,0,0.0,0.0
CUST0000993845,200714,2007-05-28,1,8.29,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000993604,200713,2007-05-27,98,937.01,0,534,0,0,281,227,26,106,174,254,0,372,41,98,23,3,488,39,4,0,0.0,0.0
CUST0000993466,200649,2007-02-03,2,19.37,0,7,0,0,0,7,0,0,3,4,0,3,4,0,0,0,7,0,0,0,2.0,1.0
CUST0000993466,200649,2007-01-31,2,32.66,0,8,0,0,7,0,1,0,0,7,1,7,0,0,0,0,8,0,0,1,0.0,0.0
CUST0000993271,200714,2007-05-31,98,2432.6100000000006,0,0,1355,0,1244,87,24,1201,72,82,0,668,12,670,5,83,1272,0,0,0,0.0,0.0
CUST0000993082,200712,2007-05-19,81,1409.9099999999999,0,382,0,0,238,108,36,220,113,48,1,62,75,224,20,382,0,0,0,1,0.0,0.0
CUST0000992774,200714,2007-05-29,39,350.96000000000009,0,202,0,0,103,88,11,20,51,131,0,116,19,67,0,172,0,0,30,0,0.0,0.0
CUST0000992596,200713,2007-05-26,12,152.86,0,0,61,0,27,34,0,0,13,48,0,36,5,17,3,61,0,0,0,0,0.0,0.0
CUST0000992462,200633,2006-10-12,2,33.75,0,0,18,0,18,0,0,0,0,18,0,18,0,0,0,18,0,0,0,0,2.0,1.0
CUST0000992313,200714,2007-05-29,99,2920.7000000000003,0,0,994,0,902,85,7,238,40,716,0,593,89,310,2,10,20,0,964,0,0.0,0.0
CUST0000992272,200613,2006-05-25,1,1.85,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0.0,0.0
CUST0000992272,200617,2006-06-20,2,6.69,0,6,0,0,0,5,1,0,1,5,0,5,1,0,0,0,0,1,5,0,1.0,1.0
CUST0000991565,200705,2007-03-29,8,10.02,12,0,0,0,0,0,12,0,12,0,0,2,0,0,10,12,0,0,0,0,2.0,1.0
CUST0000991565,200647,2007-01-21,8,51.02,11,0,0,0,0,7,4,0,7,4,0,1,7,0,3,11,0,0,0,0,0.0,0.0
CUST0000991337,200712,2007-05-19,24,322.12,0,0,199,0,147,44,8,56,23,120,0,102,3,92,2,195,2,2,0,0,0.0,0.0
CUST0000991195,200714,2007-05-30,38,155.94000000000003,109,0,0,0,16,69,24,0,74,35,0,45,35,26,3,0,109,0,0,0,0.0,0.0
CUST0000991195,200608,2006-04-17,1,0.3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000991150,200714,2007-05-29,1,8.129999999999999,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0,1.0,1.0
CUST0000990401,200714,2007-05-31,109,1451.72,0,0,862,0,575,269,18,62,155,644,1,707,20,121,13,646,209,7,0,1,0.0,0.0
CUST0000990193,200639,2006-11-20,1,34.29,30,0,0,0,30,0,0,30,0,0,0,0,0,30,0,0,30,0,0,0,1.0,1.0
CUST0000990193,200630,2006-09-20,1,12.5,10,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0.0,0.0
CUST0000990077,200648,2007-01-26,5,68.449999999999989,49,0,0,0,46,0,3,37,3,9,0,2,10,37,0,0,0,0,49,0,2.0,1.0
