CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN,CHURN
CUST0000999786,200648,2007-01-27,49,350.42,0,172,0,0,30,116,26,0,90,82,0,117,10,38,7,26,146,0,0,0,0.0,0.0
CUST0000999385,200649,2007-01-30,118,1561.43,0,0,1248,0,1077,150,21,577,108,562,1,673,52,520,2,0,1183,19,46,1,0.0,0.0
CUST0000998907,200649,2007-01-31,57,1174.41,0,0,742,0,648,87,7,559,47,136,0,185,60,497,0,742,0,0,0,0,0.0,0.0
CUST0000998609,200630,2006-09-20,5,16.09,0,0,0,7,0,2,5,0,7,0,0,4,0,2,1,5,1,1,0,0,0.0,0.0
CUST0000998609,200640,2006-11-28,2,20.55,0,0,0,6,0,4,2,0,2,4,0,4,0,0,2,6,0,0,0,0,1.0,1.0
CUST0000998017,200649,2007-01-30,237,1673.16,635,0,0,0,56,443,136,0,478,132,25,366,88,147,9,3,0,632,0,25,0.0,0.0
CUST0000997627,200648,2007-01-27,74,622.18,601,0,0,0,428,159,14,199,64,338,0,196,63,342,0,79,0,522,0,0,0.0,0.0
CUST0000997572,200644,2006-12-29,14,673.38,0,0,325,0,325,0,0,298,0,27,0,68,0,257,0,325,0,0,0,0,0.0,0.0
CUST0000997464,200649,2007-01-31,90,1178.02,0,624,0,0,413,186,25,47,117,460,0,425,10,160,29,515,67,42,0,0,0.0,0.0
CUST0000997386,200647,2007-01-15,14,57.33,0,0,35,0,17,8,10,0,18,17,0,10,0,20,5,1,14,0,20,0,0.0,0.0
CUST0000997118,200649,2007-01-31,98,750.11,0,0,482,0,183,265,34,0,195,287,0,357,12,105,8,480,0,0,2,0,0.0,0.0
CUST0000996890,200645,2007-01-04,16,88.65,0,37,0,0,21,14,2,0,14,21,2,0,35,0,0,0,4,8,25,2,0.0,0.0
CUST0000996727,200637,2006-11-06,1,10.25,0,0,8,0,8,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,1.0,1.0
CUST0000996270,200649,2007-01-29,34,624.49,0,285,0,0,221,62,2,97,49,139,0,155,7,122,1,285,0,0,0,0,0.0,0.0
CUST0000996154,200649,2007-01-30,68,889.79000000000008,407,0,0,0,345,36,26,39,46,322,0,227,34,141,5,0,0,407,0,0,0.0,0.0
CUST0000996036,200649,2007-01-31,46,445.68,0,186,0,0,79,85,22,13,68,105,0,105,12,64,5,186,0,0,0,0,0.0,0.0
CUST0000995942,200611,2006-05-14,1,2.93,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000995323,200649,2007-01-29,78,1588.0099999999998,1044,0,0,0,1003,39,2,491,20,533,0,592,28,424,0,1031,13,0,0,0,0.0,0.0
CUST0000995062,200649,2007-01-29,48,814.81999999999994,340,0,0,0,235,98,7,117,52,171,0,134,53,151,2,335,2,3,0,0,0.0,0.0
CUST0000994500,200643,2006-12-22,1,0.45,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0
CUST0000994456,200649,2007-01-31,94,631.67000000000007,336,0,0,0,104,172,60,59,158,119,0,132,56,122,26,336,0,0,0,0,0.0,0.0
CUST0000994225,200649,2007-01-31,126,1408.2500000000002,0,0,714,0,490,178,46,52,134,528,0,547,10,140,17,703,9,0,2,0,0.0,0.0
CUST0000994092,200648,2007-01-27,84,1458.9700000000003,0,879,0,0,749,111,19,494,63,322,0,451,36,386,6,853,0,0,26,0,0.0,0.0
CUST0000993604,200648,2007-01-27,51,587.3,0,317,0,0,213,86,18,92,50,175,0,204,27,74,12,0,285,28,4,0,0.0,0.0
CUST0000993466,200616,2006-06-18,1,15.41,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000993466,200649,2007-01-31,2,32.66,0,8,0,0,7,0,1,0,0,7,1,7,0,0,0,0,8,0,0,1,0.0,0.0
CUST0000993271,200649,2007-01-29,73,1781.13,0,0,1012,0,925,71,16,894,52,66,0,533,9,466,4,51,961,0,0,0,0.0,0.0
CUST0000993082,200649,2007-01-30,58,1107.65,0,266,0,0,165,82,19,152,89,24,1,29,55,165,16,266,0,0,0,1,0.0,0.0
CUST0000992774,200648,2007-01-24,22,167.05999999999997,0,97,0,0,32,62,3,0,33,64,0,58,14,25,0,97,0,0,0,0,0.0,0.0
CUST0000992462,200633,2006-10-12,2,33.75,0,0,18,0,18,0,0,0,0,18,0,18,0,0,0,18,0,0,0,0,2.0,1.0
CUST0000992313,200648,2007-01-26,68,1857.18,0,0,684,0,629,49,6,161,21,502,0,427,64,191,2,3,19,0,662,0,0.0,0.0
CUST0000992272,200617,2006-06-20,2,6.69,0,6,0,0,0,5,1,0,1,5,0,5,1,0,0,0,0,1,5,0,1.0,1.0
CUST0000992272,200613,2006-05-25,1,1.85,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0.0,0.0
CUST0000991565,200630,2006-09-21,6,8.27,10,0,0,0,0,0,10,0,10,0,0,1,0,0,9,10,0,0,0,0,1.0,1.0
CUST0000991565,200647,2007-01-21,8,51.02,11,0,0,0,0,7,4,0,7,4,0,1,7,0,3,11,0,0,0,0,0.0,0.0
CUST0000991337,200649,2007-01-29,19,283.83,0,0,180,0,137,38,5,56,14,110,0,85,3,90,2,178,0,2,0,0,0.0,0.0
CUST0000991195,200648,2007-01-27,14,53.23,36,0,0,0,0,27,9,0,27,9,0,9,10,17,0,0,36,0,0,0,0.0,0.0
CUST0000991195,200608,2006-04-17,1,0.3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000990401,200648,2007-01-28,73,982.68000000000006,0,0,566,0,375,177,14,39,104,422,1,459,10,84,12,384,175,7,0,1,0.0,0.0
CUST0000990193,200630,2006-09-20,1,12.5,10,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0.0,0.0
CUST0000990193,200639,2006-11-20,1,34.29,30,0,0,0,30,0,0,30,0,0,0,0,0,30,0,0,30,0,0,0,1.0,1.0
CUST0000990077,200648,2007-01-26,5,68.449999999999989,49,0,0,0,46,0,3,37,3,9,0,2,10,37,0,0,0,0,49,0,2.0,1.0
CUST0000990077,200636,2006-11-03,1,47.1,28,0,0,0,28,0,0,28,0,0,0,0,28,0,0,0,0,0,28,0,0.0,0.0
CUST0000990044,200648,2007-01-22,40,372.85,318,0,0,0,277,41,0,36,6,276,0,99,140,79,0,0,0,0,318,0,0.0,0.0
CUST0000989488,200647,2007-01-21,38,906.51,0,0,381,0,327,37,17,191,23,167,0,280,10,84,7,378,1,0,2,0,0.0,0.0
CUST0000989318,200648,2007-01-27,60,1339.3700000000001,0,704,0,0,628,53,23,470,51,183,0,256,12,428,8,677,0,27,0,0,0.0,0.0
CUST0000989268,200640,2006-12-01,1,0.51,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000989268,200640,2006-11-27,9,40.54,21,0,0,0,0,14,7,0,11,10,0,5,1,14,1,0,21,0,0,0,0.0,0.0
CUST0000989103,200649,2007-01-29,17,701.23,0,348,0,0,340,4,4,310,4,34,0,221,0,124,3,0,348,0,0,0,0.0,0.0
CUST0000988538,200610,2006-05-04,1,1.7,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0
CUST0000988538,200643,2006-12-24,5,9.0,0,0,9,0,0,4,5,0,9,0,0,5,4,0,0,9,0,0,0,0,0.0,0.0
CUST0000987979,200612,2006-05-21,1,42.22,24,0,0,0,24,0,0,24,0,0,0,24,0,0,0,0,0,0,24,0,1.0,1.0
CUST0000987769,200648,2007-01-28,39,239.61000000000007,116,0,0,0,51,34,31,31,60,25,0,95,9,6,6,92,7,0,17,0,0.0,0.0
CUST0000987542,200649,2007-01-31,52,420.09000000000003,0,0,139,0,27,91,21,0,96,38,5,58,51,24,1,139,0,0,0,5,0.0,0.0
CUST0000987265,200648,2007-01-24,55,602.6099999999999,0,305,0,0,157,124,24,34,68,203,0,160,6,138,1,0,0,305,0,0,0.0,0.0
CUST0000986685,200649,2007-01-30,21,32.480000000000004,0,30,0,0,0,0,30,0,30,0,0,29,1,0,0,30,0,0,0,0,0.0,0.0
CUST0000986591,200648,2007-01-28,45,366.99,0,182,0,0,72,90,20,25,56,101,0,102,6,65,9,17,0,165,0,0,0.0,0.0
CUST0000986262,200649,2007-01-29,59,208.03,0,0,151,0,0,97,54,0,118,32,1,93,35,22,0,5,0,146,0,1,0.0,0.0
CUST0000986165,200648,2007-01-28,79,761.95,0,378,0,0,215,122,41,64,140,174,0,205,10,151,12,365,0,13,0,0,0.0,0.0
CUST0000985648,200643,2006-12-24,17,126.67999999999999,56,0,0,0,23,31,2,0,29,27,0,9,37,10,0,56,0,0,0,0,0.0,0.0
CUST0000985379,200649,2007-01-31,123,709.78,0,467,0,0,69,343,55,11,207,249,0,219,72,160,16,264,9,73,121,0,0.0,0.0
CUST0000985355,200609,2006-04-30,1,28.26,16,0,0,0,16,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,1.0,1.0
CUST0000985163,200648,2007-01-25,52,318.01,0,0,216,0,60,133,23,0,85,131,0,168,8,22,18,4,79,133,0,0,0.0,0.0
CUST0000985022,200642,2006-12-11,69,522.08999999999992,0,0,112,0,13,27,72,0,89,18,5,48,22,26,11,13,98,1,0,5,0.0,0.0
CUST0000984963,200647,2007-01-19,26,356.16,0,0,211,0,128,78,5,98,37,76,0,84,5,118,4,211,0,0,0,0,0.0,0.0
CUST0000984916,200648,2007-01-26,2,2.7500000000000004,0,0,0,4,0,4,0,0,3,0,1,3,0,0,0,4,0,0,0,1,0.0,0.0
CUST0000984828,200646,2007-01-13,26,85.240000000000009,68,0,0,0,13,39,16,0,46,22,0,5,25,32,6,0,0,0,68,0,0.0,0.0
CUST0000984094,200649,2007-01-30,32,351.51,0,0,108,0,51,34,23,0,52,56,0,49,37,22,0,97,0,11,0,0,0.0,0.0
CUST0000983830,200649,2007-01-31,52,350.71000000000004,0,177,0,0,68,89,20,0,97,80,0,117,17,37,6,177,0,0,0,0,0.0,0.0
CUST0000983323,200648,2007-01-22,10,30.42,0,0,18,0,4,4,10,0,14,4,0,8,5,4,1,4,1,0,13,0,0.0,0.0
CUST0000982560,200647,2007-01-16,15,178.89000000000001,0,75,0,0,42,28,5,32,16,27,0,10,11,53,1,75,0,0,0,0,0.0,0.0
