CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN,CHURN
CUST0000999786,200722,2007-07-27,73,489.58000000000004,0,241,0,0,40,159,42,0,130,111,0,155,11,52,23,44,197,0,0,0,0.0,0.0
CUST0000999385,200722,2007-07-26,189,2457.7699999999995,0,0,1939,0,1675,233,31,875,182,881,1,980,105,848,5,27,1840,26,46,1,0.0,0.0
CUST0000998907,200722,2007-07-27,96,2019.5400000000002,0,0,1267,0,1127,125,15,909,80,278,0,346,91,830,0,1267,0,0,0,0,0.0,0.0
CUST0000998609,200630,2006-09-20,5,16.09,0,0,0,7,0,2,5,0,7,0,0,4,0,2,1,5,1,1,0,0,0.0,0.0
CUST0000998609,200702,2007-03-06,3,21.41,0,0,0,7,0,4,3,0,3,4,0,4,1,0,2,6,0,1,0,0,2.0,1.0
CUST0000998017,200723,2007-07-31,481,3305.3500000000008,1275,0,0,0,109,899,267,0,1002,223,50,740,198,247,40,7,0,1268,0,50,0.0,0.0
CUST0000997627,200722,2007-07-27,118,1018.8899999999999,1011,0,0,0,722,269,20,305,93,613,0,287,134,588,2,139,4,868,0,0,0.0,0.0
CUST0000997572,200704,2007-03-24,19,908.1400000000001,0,0,461,0,461,0,0,434,0,27,0,89,0,372,0,461,0,0,0,0,0.0,0.0
CUST0000997572,200706,2007-04-07,1,36.14,0,0,26,0,26,0,0,26,0,0,0,0,0,26,0,26,0,0,0,0,1.0,1.0
CUST0000997464,200722,2007-07-28,131,1707.9500000000003,0,865,0,0,576,244,45,139,165,559,2,622,21,187,33,722,88,55,0,2,0.0,0.0
CUST0000997386,200722,2007-07-25,27,149.18,0,0,79,0,32,24,23,0,36,42,1,29,2,41,6,3,23,0,53,1,0.0,0.0
CUST0000997118,200722,2007-07-29,158,1194.46,0,0,759,0,291,409,59,0,337,422,0,562,35,151,11,757,0,0,2,0,0.0,0.0
CUST0000996890,200727,2007-08-28,24,118.32000000000001,0,58,0,0,36,18,4,0,20,33,5,10,43,0,0,0,22,11,25,5,0.0,0.0
CUST0000996727,200716,2007-06-12,2,12.8,0,0,9,0,8,0,1,0,1,8,0,1,0,8,0,9,0,0,0,0,2.0,1.0
CUST0000996270,200722,2007-07-28,50,993.22000000000014,0,456,0,0,371,83,2,153,62,241,0,267,28,160,1,456,0,0,0,0,0.0,0.0
CUST0000996154,200722,2007-07-27,101,1356.33,606,0,0,0,511,57,38,52,72,482,0,306,38,257,5,0,4,602,0,0,0.0,0.0
CUST0000996036,200718,2007-06-29,4,23.0,0,13,0,0,0,12,1,0,13,0,0,12,1,0,0,12,0,1,0,0,1.0,1.0
CUST0000996036,200711,2007-05-13,60,532.12,0,230,0,0,87,114,29,13,107,110,0,132,14,78,6,230,0,0,0,0,0.0,0.0
CUST0000995942,200611,2006-05-14,1,2.93,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000995323,200723,2007-07-30,120,2579.9399999999996,1608,0,0,0,1555,48,5,803,25,780,0,869,36,701,2,1589,19,0,0,0,0.0,0.0
