CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN,CHURN
CUST0000999786,200749,2008-01-29,100,663.67000000000007,0,356,0,0,108,195,53,0,164,192,0,237,16,77,26,74,280,2,0,0,0.0,0.0
CUST0000999385,200749,2008-01-31,258,3454.6899999999987,0,0,2703,0,2347,317,39,1323,227,1152,1,1280,193,1223,6,51,2578,27,47,1,0.0,0.0
CUST0000998907,200749,2008-01-28,135,2797.33,0,0,1764,0,1555,182,27,1311,120,333,0,441,181,1139,3,1764,0,0,0,0,0.0,0.0
CUST0000998851,200743,2007-12-23,20,345.48,0,125,0,0,101,12,12,84,19,22,0,22,6,84,13,125,0,0,0,0,0.0,0.0
CUST0000998609,200739,2007-11-23,5,31.53,0,0,0,10,0,6,4,0,6,4,0,4,4,0,2,9,0,1,0,0,3.0,1.0
CUST0000998609,200729,2007-09-10,6,18.25,0,0,0,8,0,2,6,0,8,0,0,5,0,2,1,5,1,2,0,0,0.0,0.0
CUST0000998017,200749,2008-01-31,727,4534.4500000000007,1849,0,0,0,161,1242,446,0,1443,327,79,1034,310,358,68,10,0,1839,0,79,0.0,0.0
CUST0000997627,200748,2008-01-27,169,1403.77,1408,0,0,0,999,384,25,343,147,918,0,455,196,754,3,193,4,1211,0,0,0.0,0.0
CUST0000997572,200704,2007-03-24,19,908.1400000000001,0,0,461,0,461,0,0,434,0,27,0,89,0,372,0,461,0,0,0,0,0.0,0.0
CUST0000997572,200741,2007-12-04,2,53.47,0,0,40,0,40,0,0,26,0,14,0,14,0,26,0,40,0,0,0,0,2.0,1.0
CUST0000997464,200748,2008-01-23,153,2085.92,0,1034,0,0,711,269,54,201,184,647,2,736,39,223,34,884,95,55,0,2,0.0,0.0
CUST0000997386,200749,2008-01-29,64,328.56999999999994,0,0,177,0,53,75,49,0,88,85,4,54,32,80,7,3,42,0,132,4,0.0,0.0
CUST0000997118,200749,2008-01-28,232,1948.81,0,0,1131,0,486,554,91,0,472,659,0,858,49,205,19,1128,0,1,2,0,0.0,0.0
CUST0000996890,200745,2008-01-01,28,157.26,0,69,0,0,36,29,4,0,26,37,6,10,45,8,0,0,33,11,25,6,0.0,0.0
CUST0000996727,200716,2007-06-12,2,12.8,0,0,9,0,8,0,1,0,1,8,0,1,0,8,0,9,0,0,0,0,2.0,1.0
CUST0000996270,200747,2008-01-19,80,1416.8700000000001,0,670,0,0,536,122,12,221,90,359,0,379,39,251,1,670,0,0,0,0,0.0,0.0
CUST0000996154,200749,2008-01-31,137,1833.6299999999999,821,0,0,0,668,108,45,52,115,653,1,440,56,317,7,0,4,817,0,1,0.0,0.0
CUST0000996036,200718,2007-06-29,4,23.0,0,13,0,0,0,12,1,0,13,0,0,12,1,0,0,12,0,1,0,0,1.0,1.0
CUST0000996036,200711,2007-05-13,60,532.12,0,230,0,0,87,114,29,13,107,110,0,132,14,78,6,230,0,0,0,0,0.0,0.0
CUST0000995942,200611,2006-05-14,1,2.93,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000995323,200749,2008-01-31,173,3844.72,2285,0,0,0,2195,82,8,1221,44,1020,0,1207,55,1021,2,2258,27,0,0,0,0.0,0.0
CUST0000995062,200748,2008-01-25,110,1465.15,654,0,0,0,414,208,32,163,137,353,1,259,109,275,10,649,2,3,0,1,0.0,0.0
CUST0000994627,200720,2007-07-09,1,6.8,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,6,0,0,0,0,1.0,1.0
CUST0000994500,200745,2008-01-04,1,12.27,5,0,0,0,0,5,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0.0,0.0
CUST0000994500,200643,2006-12-22,1,0.45,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0
CUST0000994456,200749,2008-01-31,253,1607.0400000000002,832,0,0,0,200,479,153,59,419,354,0,367,111,275,79,832,0,0,0,0,0.0,0.0
CUST0000994430,200708,2007-04-19,2,5.1400000000000006,5,0,0,0,0,4,1,0,1,4,0,4,0,0,1,5,0,0,0,0,1.0,1.0
CUST0000994430,200703,2007-03-16,4,19.78,12,0,0,0,0,9,3,0,12,0,0,6,6,0,0,12,0,0,0,0,0.0,0.0
CUST0000994325,200732,2007-10-06,1,12.63,11,0,0,0,11,0,0,0,0,11,0,0,0,11,0,0,11,0,0,0,1.0,1.0
CUST0000994273,200748,2008-01-22,21,64.96,0,61,0,0,9,39,13,0,50,11,0,46,6,9,0,0,61,0,0,0,0.0,0.0
CUST0000994225,200749,2008-01-31,270,2827.9599999999996,0,0,1424,0,914,404,106,117,329,978,0,1032,34,330,28,1371,38,11,4,0,0.0,0.0
CUST0000994092,200746,2008-01-10,136,3076.36,0,1843,0,0,1674,144,25,1273,81,489,0,898,38,898,9,1812,1,0,30,0,0.0,0.0
CUST0000994026,200726,2007-08-21,1,5.26,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000993845,200714,2007-05-28,1,8.29,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000993716,200728,2007-09-05,1,111.41,0,52,0,0,52,0,0,52,0,0,0,0,0,52,0,0,52,0,0,0,1.0,1.0
CUST0000993604,200748,2008-01-23,154,1322.45,0,774,0,0,384,328,62,119,268,387,0,564,51,128,31,5,724,39,6,0,0.0,0.0
CUST0000993466,200742,2007-12-15,3,39.79,0,12,0,0,7,4,1,0,4,7,1,11,0,0,0,0,12,0,0,1,0.0,0.0
CUST0000993466,200649,2007-02-03,2,19.37,0,7,0,0,0,7,0,0,3,4,0,3,4,0,0,0,7,0,0,0,2.0,1.0
CUST0000993271,200719,2007-07-03,14,220.27,0,0,123,0,101,16,6,101,17,5,0,94,4,25,0,8,115,0,0,0,1.0,1.0
CUST0000993271,200714,2007-05-31,98,2432.6100000000006,0,0,1355,0,1244,87,24,1201,72,82,0,668,12,670,5,83,1272,0,0,0,0.0,0.0
CUST0000993082,200748,2008-01-22,125,1786.1299999999999,0,521,0,0,289,175,57,233,182,104,2,98,112,269,40,521,0,0,0,2,0.0,0.0
CUST0000992774,200740,2007-11-29,69,562.36,0,346,0,0,175,152,19,20,99,227,0,221,30,95,0,316,0,0,30,0,0.0,0.0
CUST0000992774,200748,2008-01-24,8,48.44,0,32,0,0,26,2,4,0,6,26,0,14,12,6,0,32,0,0,0,0,1.0,1.0
